abandon [4'b1nd4n] vt.抛弃；放弃n.放纵；沉溺
dispatch [dis'p1t5] vt.分派，派遣
depredation [depri'dei5(4)n] n.掠夺，破坏
disproportionate [.dispr4'p3:54nit] adj.不成比例的
disrepute ['disri'pju:t] n.坏名声，不光彩
disrespect ['disris'pekt] n.失礼，无礼
drift [drift] n.冲洗，漂流物   v.  （使）漂流
driftwood ['driftwud] n.流木，浮木
drip [drip] n.水滴；  v. （使）滴下
dripstone ['dripst4un] n.滴水石；滤石
desalination [di:.s1li'nei54n] n.脱盐作用
descent [di'sent] n.降下，降落；世系，血统
despoiler [] n.掠夺者
distasteful [dis'teistful] adj.（令人）不愉快的，讨厌的
diverse [dai'v4:s] adj.不同的，变化多的
division [di'vi94n] n.分开，分割
devoid [di'v3id] adj.全无的，缺乏的
devote [di'v4ut] vt.投入于，献身
elbow ['elb4u] n.肘
eye-catching [] adj.引人注目的，耀眼的
edentate [i:'denteit] n.贫齿类动物
endotoxin [.end4u't3ksin] n.内毒素
endotherm ['end474:m] n.温血动物，恒温动物
eager ['i:g4] adj.渴望的；热心的
earthquake ['4:7kweik] n.地震
eccentric [ik'sentrik] adj./n.古怪的（人），异常的（人）
eccentricity [eksen'trisiti] n.反常，怪癖
eclecticism [e'klektisiz4m] n.折衷主义
eclipse [i'klips] n.日蚀，月蚀vt.盖过，使失色；遮蔽
ecological [.ek4'l3d9ik4l] adj.生态的；生态学的
ecologist [i'k3l4d9ist] n.生态学者
economical [.i:k4'n3mik4l] adj.经济的，节俭的
economics [.i:k4'n3miks, .ek4-] n.经济学
economize [i(:)'k3n4maiz] vi.节约，节省
ecosystem [i:k4'sist4m] n.生态系统
edge [ed9] n.边缘
edentate [i:'denteit] n.贫齿类动物
edible ['edibl] adj.可食用的
edifice ['edifis] n.宏伟的建筑物
educable ['edjuk4bl] adj.可教育的，可培养的
educated ['edju:keitid] adj.受过教育的，有教养的
education [.edju(:)'kei54n] n.教育，培养
effective [i'fektiv] adj.有效的；生效的
effectiveness [i'fektivnis] n.效力
efficient [i'fi54nt] adj.生效的；能干的，有效率的
efficiency [i'fi54nsi] n.效率，功效
effluent ['eflu4nt] n.流出物
eject [i'd9ekt] vt.喷出，喷射vt.逐出，驱逐
elaborate [i'l1b4r4t] adj.精细的，精心的；详尽的vt.详细阐述
elaborately [i'l1b4r4tli] adv.精细地，详尽地
elasticity [il1s'tisiti] n.弹力，弹性
election [i'lek5(4)n] n.选举；当选
electron [i'lektr3n] n.电子
elegant ['elig4nt] adj.雅致的
elegance ['elig4ns] n.高雅, 典雅, 优雅, 雅致
element ['elim4nt] n.成分；要素
elementary [.eli'ment4ri] adj.基本的，初级的
elevate ['eliveit] vt.举起；抬高；使上升
elevation [.eli'vei54n] n.高度，海拔
elevator ['eliveit4] n.电梯，起重机；活动谷仓
elicit [i'lisit] vt.得出；引出
eligible ['elid94bl] adj.合格的，有资格的
eliminate [i'limineit] vt.排除，剔除
elimination [i.limi'nei54n] n.排除，除去
elite [ei'li:t] n.精英
elixir [i'liks4] n.长生不老药，万能药
elliptical [i'liptik4l] adj.椭圆的adj.省略的
elongate ['i:l36geit] vt.延长，伸长
eloquent ['el4kw4nt] adj.善于表达的，有口才的；雄辩的
elusive [i'lju:siv] adj.难懂的，难捉摸的
emancipate [i'm1nsipeit] vt.解放，释放
emancipation [i.m1nsi'pei54n] n.释放，解放
embarrass [im'b1r4s] vt.使尴尬，使困窘
embed [im'bed] vt.插入；镶嵌
embellish [im'beli5] vt.装饰，修饰
embellishment [im'beli5m4nt] n.装饰，修饰
emblem ['embl4m] n.象征，标志；徽章
embody [im'b3di] vt.使具体化；包含，收录
emboss [im'b3s] v.加浮雕花纹于，使凸出
embrace [im'breis] vt.包含vt.拥抱；欣然接受
embroider [im'br3id4] vt.刺绣, 镶边；装饰
embroidery [im'br3id4ri] n.刺绣
embryo ['embri4u] n.胚胎；事物的萌芽期
embryological [] adj.胚胎学的
embryonic [.embri'3nik] adj.胚胎的，萌芽期的
emerge [i'm4:d9] vi.出现，浮现
emerging [] adj.正在不断出现的
emergence [i'm4:d94ns] n.出现，形成
emigrant ['emigr4nt] n.移民（出国）
eminent ['emin4nt] adj.著名的，显著的
eminence ['emin4ns] n.显赫的声望
emission [i'mi54n] n.散发；发射
emit [i'mit] vt.发出，放射
emotional [i'm4u54nl] adj.情绪的，情感的
emotion [i'm4u54n] n.情绪，强烈的情感
emphasize ['emf4saiz] vt.强调, 着重
emphasis ['emf4sis] n.强调, 重点
employ [im'pl3i] vt.用，使用vt.雇佣
employee [.impl3i'i:] n.雇员
employer [im'pl3i4] n.雇主，老板
empty ['empti] adj.空的；空洞的，空虚的vt.使成为空，倒空
enactment [i'n1ktm(4)nt] n.设定，制定
encase [in'keis] vt.装入，包住，围
enclose [in'kl4uz] vt.装入，放入封套；围绕
enclosure [in'kl4u94] n.围绕；围墙
encompass [in'k8mp4s] vt.包括，包含vt.环绕，围住
encounter [in'kaunt4] vt.遭遇，遇到
encourage [in'k8rid9] vt.鼓励，支持
encroach [in'kr4ut5] vi.侵占，蚕食
encyclopedia [en.saikl4u'pi:di4] n.百科全书
endanger [in'deind94] vt.危及；危害
endangered [in'deind94d] adj.有灭绝危险的，将要绝种的
endeavor [in'dev4] vi.尝试，努力n.努力，尽力
endless ['endlis] adj.无止境的
endlessly ['endl4sli] adv.不断地，无穷尽地
endow [in'dau] vt.捐赠vt.赋予
endowment [in'daum4nt] n.禀赋；捐款
endure [in'dju4] vt.承受，忍受vt.耐久
enduring [in'dju4ri6] adj.持久的，不朽的
endurance [in'djur4ns] n.忍耐（力），持久（力）
energetic [.en4'd9etik] adj.精力充沛的；积极的
engaging [in'geid9i6] adj.动人的，迷人的
engage in [] 从事于，参加
engrave [in'greiv] vt.雕刻，铭刻
engraving [in'greivi6] n.雕刻术, 雕版, 雕版图
enhance [in'h2:ns] vt.提高，增加
enlightenment [in'laitnm4nt] n.启迪，教化
enormous [i'n3:m4s] adj.极大的，庞大的
enrage [in'reid9] vt.激怒
enrich [in'rit5] vt.加料于(食物)；使富足，使肥沃
ensemble [4:n's2:mbl] n.全体，整体n.合唱曲；剧团或文工团
entanglement [in't16glm4nt] n.纠缠，缠绕物n.累赘；牵连
enterprise ['ent4praiz] n.事业，企业
enterprising ['ent4praizi6] adj.有进取心的,有事业心的,有魄力的
entertain [.ent4'tein] vt.娱乐；款待
entertainment [ent4'teinm4nt] n.娱乐；款待
entertainer [ent4'tein4(r)] n.演艺人员
enthusiasm [in'7ju:zi1z4m] n.热心，热情
enthusiastically [in.7ju:zi'1stik4li] adv.热心地；满腔热情地
entitle [in'taitl] v.取名叫，叫做v.赋予权力
entitled [in'taitld] adj.有资格的
entity ['ent4ti] n.存在物，实体
entrenched [in'trent5t] adj.确立的，不容易改的(风俗习惯)
entrepreneur [.3ntr4pr4'n4:] n.企业家，创业人
entry ['entri] n.进口；入口n.条目
envelop [in'vel4p] v.把…包住，裹住
envision [in'vi94n] vt.想象，预想
enzyme ['enzaim] n.酶
ephemeral [i'fem4r4l] adj.短暂的，转瞬即逝的
epic ['epik] n.史诗，叙事诗
epidemic [.epi'demik] n.传染病，流行病
epidermis [.epi'd4:mis] n.表皮
episode ['epis4ud] n.一段情节；（音乐）插曲
epoch ['i:p3k] n.新纪元，时代
equal ['i:kw4l] adj.相等的，同样的vt.等于，比得上
equality [i(:)'kw3liti] n.同等，平等
equilibrium [.i:kwi'libri4m] n.平衡，均衡
equipment [i'kwipm4nt] n.设备
equitable ['ekwit4bl] adj.公平的，公正的
equivalent [i'kwiv4l4nt] n.等同品adj.相等的，等同的；等值的
eradicate [i'r1dikeit] vt.根除，杜绝
erect [i'rekt] vt.使树立；建立，创立
erode [i'r4ud] v.腐蚀，侵蚀
erosion [i'r4u94n] n.腐蚀，侵蚀
erratic [i'r1tik] adj.古怪的，反复无常的
erratically [] adv.不规则地
error ['er4] vt.做错，出差错
eruption [i'r8p54n] n.爆发，喷发
erupt [i'r8pt] vi.喷出，爆发
escalate ['esk4leit] vi.逐步升高, 逐步增强vt.使逐步上升
escalator ['esk4leit4] n.电动扶梯
escape [is'keip] v.逃脱，逃走；避开，避免
escapist [i'skeipist] adj./n.逃避现实的（人）
essential [i'sen54l] adj.绝对必要的；本质的，根本的
estate [i'steit] n.财产；不动产
estimate ['estimeit] vt.估计
eternal [i(:)'t4:nl] adj.永恒的；永远的
ethics ['e7iks] n.伦理学；道德规范
ethically ['e7ikli] adv.在伦理上，道德上
ethnic ['e7nik] adj.种族的
etiquette [eti'ket, 'etiket] n.礼仪，礼节
evaluate [i'v1ljueit] vt.评价，估价
evaporate [i'v1p4reit] v.（使）蒸发；消失
evaporation [i.v1p4'rei54n] n.蒸发；消失
eventful [i'ventful, -f4l] adj.多事的,充满大事的;意义重大的
eventual [i'ventju4l] adj.最终的
eventually [i'ventju4li] adv.终于
evergreen ['ev4gri:n] adj.常绿的n.常绿树；常绿植物
evidence ['evid4ns] n.证据vt.证明；表明，显示
evident ['evid4nt] adj.明显的
eviscerate [i'vis4reit] vt.取出内脏；除去主要部分
evoke [i'v4uk] vt.引起，激起，唤起
evolution [.i:v4'lu:54n, .ev4-] n.发展，演变
evolve [i'v3lv] v.进化，发展
evolutionary [.i:v4'lu:54n4ri] adj.发展的，进化的
exact [ig'z1kt] adj.精确的，准确地
exacting [ig'z1kti6] adj.苛求的，要求严格的
exaggerate [ig'z1d94reit] v.夸大，夸张
exaggeration [ig.z1d94'rei54n] n.夸张
exalted [ig'z3:ltid] adj.崇高的，高贵的
excavate ['eksk4veit] vt.挖掘，挖出
excavation [.eksk4'vei54n] n.挖掘
exceed [ik'si:d] vt.超越，胜过
excel [ik'sel] vi.胜过，杰出
excellent ['eks4l4nt] adj.优良的，杰出的
exception [ik'sep54n] n.例外
exceptional [ik'sep54nl] adj.异常的，杰出的
exceptionally [ik'sep54n4li] adv.特殊地；异常地
excess [ik'ses, 'ekses] adj.过度的，额外的n.过量，超过
excessive [ik'sesiv] adj.过度的，过分的，过多的
exchange [iks't5eind9] n./vt.兑换，交换
excitement [ik'saitm4nt] n.激动，兴奋；刺激
excite [ik'sait] vt.刺激，使兴奋
exciting [ik'saiti6] adj.令人兴奋的，刺激的
exclaim [iks'kleim] vt.呼喊；惊叫
exclude [iks'klu:d] vt.把…排除在外，排斥
exclusion [iks'klu:94n] n.排除，逐出
exclusive [iks'klu:siv] adj.单独的，唯一的；排外的
exclusively [ik'sklu:sivli] adv.排外地, 专有地
excursion [iks'k4:54n] n.远足，游览
excuse [iks'kju:z] vt.原谅n.藉口，理由
execute ['eksikju:t] vt.完成，实施，执行
execution [.eksi'kju:54n] n.实施，执行；完成
executive [ig'zekjutiv] adj.行政的n.执行者，经理主管人员
exemplary [ig'zempl4ri] adj.模范的，典范的，可仿效的
exemplify [ig'zemplifai] vt.例证；作为…的例子
exempt [ig'zempt] vt.使免除，豁免
exemption [ig'zemp54n] n.解除，免除
exert [ig'z4:t] vt.运用，行使，施加
exertion [ig'z4:54n] n.尽力，努力
exhale [eks'heil, eg'zeil] vt.呼出，呼气
exhaust [ig'z3:st] n.排气，排气装置vt.用尽，耗尽，使筋疲力尽
exhausted [ig'z3:stid] adj.精疲力尽的
exhausting [ig'z3:sti6] adj.使用尽的, 令人疲乏不堪的
exhibit [ig'zibit] vt.展现；展览
exhibition [.eksi'bi54n] n.展览会；展览品
exhilarating [ig'zil4reiti6] adj.爽快的，使人愉快的
exhilarate [ig'zil4reit] vt.使人兴奋
exit ['eksit, -zit] n.出口
exorbitant [ig'z3:bit4nt] adj.（价格、索价）过高的，过分的
exotic [ig'z3tik] adj.异国的，外来的；奇异的
expand [iks'p1nd] v.扩大，膨胀；扩张
expanding [iks'p1ndi6] adj.扩大的，增加的
expansion [iks'p1n54n] n.扩张，发展
expanse [iks'p1ns] n.广阔的区域
expedition [.ekspi'di54n] n.远征；探险队
expel [iks'pel] v.驱逐，开除；排出
expenditure [iks'pendit54, eks-] n.支出, 花费
expertise [.eksp4'ti:z] n.专门技术，技能
expire [ik'spai4, eks-] vi.期满，到期vi.呼气
explicit [iks'plisit] adj.明确的，清楚的
explode [iks'pl4ud] vi.爆炸；爆发
exploit [iks'pl3it] vt.开拓；开采，开发
exploitation [.ekspl3i'tei54n] n.开发，开采
explore [iks'pl3:] vt.探险，勘探vt.仔细检查，探究
explorer [iks'pl3:r4, eks-] n.探险家，探测者
exploration [.ekspl3:'rei54n] n.勘察；探究
explosive [iks'pl4usiv] adj.爆炸的；易爆发的n.炸药
exponential [.eksp4u'nen54l] adj.指数的，幂数的
exposition [.eksp4'zi54n] n.博览会，展览会
exposure [iks'p4u94] n.暴露；曝光
express business [] 特快专递业务
express train [] 特快列车
expressive [iks'presiv] adj.有表现力的,富有表情的,生动的
expressly [iks'presli] adv.特意地，专门
extension [iks'ten54n] n.延长，扩充
extend [iks'tend] v.延长；扩大
extended [iks'tendid] adj.延长的，扩大的
extensive [iks'tensiv] adj.广的；多方面的，广泛的
exterior [eks'ti4ri4] n.外部，外表
exterminate [iks't4:mineit] vt.根除，灭绝
external [ik'st4:nl] adj.外部的；表面的
extinct [iks'ti6kt] adj.灭绝的；不再活跃的，熄灭的
extinction [iks'ti6k54n] n.消失，灭绝
extol [iks't3l] vt.赞美
extract [iks'tr1kt] vt.拔出；榨取n.精，汁；榨出物
extraordinary [iks'tr3:dnri, iks'tr3:din4ri] adj.特别的，非凡的
extremity [iks'tremiti] n.末端；极端，极度
exuberant [ig'zju:b4r4nt] adj.充满活力的adj.（植物）繁茂的
eyewitness ['aiwitnis] n.目击者
earthenware ['4:74nwA4] n.土器，陶器
external [ik'st4:nl] adj.外部的
everlasting [.ev4'l2:sti6] adj.永恒的，持久的，无止境的
equilateral triangle [] 等边三角形
electromagnetic [ilektr4u'm1gnitik] adj.电磁的
emerge [i'm4:d9] vi.显现，浮现
emergence [i'm4:d94ns] n.浮现，出现
emigrant ['emigr4nt] n.移居外国者，移民
eminent ['emin4nt] adj.显赫的，杰出的
equestrian [i'kwestri4n] adj.骑马的, (古罗马)市民特权阶层成员的, 骑士阶层的
enrage [in'reid9] vt.激怒
eggshell ['eg5el] n.蛋壳
ecosystem [i:k4'sist4m] n.生态系统
exterminate [iks't4:mineit] v.根除，灭绝
entrenched [in'trent5t] adj.（权利、传统）确立的，牢固的
evaporate [i'v1p4reit] v.（使）蒸发，消失
evaporation [i.v1p4'rei54n] n.蒸发（作用）
envision [in'vi94n] vt.想象，预想
earthenware ['4:74nwA4] n.土器，陶器
eyewitness ['aiwitnis] n.目击者, 见证人
fragile ['fr1d9ail] adj.易碎的，脆的
fragility [fr4'd9iliti] n.脆弱
forebear ['f3:bA4] n.祖先，祖宗
forecast ['f3:k2:st] n./vt.预测，预报
fable ['feibl] n.寓言，神话
fabric ['f1brik] n.织物，布n.结构，构造
facade [f4's2:d] n.正面；表面
facet ['f1sit] n.面；（问题等的）方面
face [feis] vt.面对
facilitate [f4'siliteit] vt.使容易；有助于，促进
facilitation [f4.sili'tei54n] n.促进，帮助
facility [f4'siliti] n.设施，设备
facsimile [f1k'simili] n.复制品，传真
faction ['f1k54n] n.派别，宗派，小集团
factor ['f1kt4] n.因素；变量
factual ['f1ktju4l] adj.事实的，实际的
faculty ['f1k4lti] n.教职工的总称n.才能，能力
fade [feid] vi.逐渐消失vi.褪色，枯萎
faint [feint] adj.微弱的；模糊的；无力的
fairly ['fA4li] adv.公平地；相当地
faithful ['fei7ful] n.信徒adj.忠实的
faithfulness ['fei7f4lnis] n.忠诚，诚实
fake [feik] n.赝品，假货adj.假的，伪造的
falcon ['f1lk4n] n.猎鹰
falconer ['f3:lk4n4(r)] n.养猎鹰者，放鹰狩猎人
famine ['f1min] n.饥荒，饥饿
fanatical [f4'n1tik4l] adj.狂热的；入迷的
fanatic [f4'n1tik] adj.狂热的；盲信的
fanaticism [f4'n1tisiz4m] n.狂热，盲信
fancy ['f1nsi] adj.新奇的，精美的
fanciful ['f1nsiful] adj.爱空想的
fantastic [f1n't1stik] adj.（非正式）极…的；奇异的
fantasy ['f1nt4si, 'f1nt4zi] n.幻想；白日梦
far-reaching [] adj.影响深远的
farce [f2:s] n.闹剧，滑稽剧
fascinate ['f1sineit] vt.使着迷，使神魂颠倒
fascinating ['f1sineiti6] adj.迷人的，醉人的
fascination [f1si'nei5(4)n] n.入迷，迷恋；魅力
fashionable ['f154n4bl] adj.流行的，时髦的，上流社会的
fashion ['f154n] n.流行，风尚，流行式样vt.塑造，造
fasten ['f2:sn] vt.使固定，系
fatal ['feitl] adj.致命的
fateful ['feitful] adj.重大的，决定性的
fatigue [f4'ti:g] n.疲乏，劳累
faucet ['f3:sit] n.水龙头
fault [f3:lt] n.（地质学）断层n.过错，缺点
fauna ['f3:n4] n.动物群，动物区系
flora ['fl3:r4] n.植物群
floral ['fl3:r4l] adj.花的，植物的
favorable ['feiv4r4bl] adj.有利的；有助的；赢得赞扬的
favored ['feiv4d] adj.首选的；受到优待的；受优惠的
feasible ['fi:z4bl] adj.切实可行的
feat [fi:t] n.功绩，壮举
feeble ['fi:bl] adj.微弱的；衰弱的
feed [fi:d] v.喂养，饲养；吃草，靠…为生n.饲养，饲料
feeder ['fi:d4] n.进料器
feed on [] 吃，以…为食
feminism ['feminiz4m] n.女权运动
feminist ['feminist] n.女权主义者
fencing ['fensi6] n.围墙，栅栏；击剑，剑术
fend for oneself [] 自己谋生
fender ['fend4] n.防卫物；挡泥板
ferment ['f4:m4nt] vt.使发酵n./vt.（使）激动，（使）动乱
fermentation [.f4:men'tei54n] n.发酵
ferry ['feri] n.渡口；渡船
fertile ['f4:tail; 'f4:til] adj.肥沃的，富饶的；能繁殖的adj.主意多的，有创造力的
fertilize ['f4:tilaiz] vt.施肥，使丰饶；使受精
fertilized egg [] 受精卵
fertilizer ['f4:ti.laiz4] n.肥料
fervor ['f4:v4] n.热情，热烈
festive ['festiv] adj.欢宴的，节日的
festival ['fest4v4l] n.节日
feud [fju:d] n.世仇
feudal ['fju:dl] adj.封建制度的
feverish ['fi:v4ri5] adj.发烧的adj.狂热的，兴奋的
fiber ['faib4] n.纤维，光纤
fiction ['fik54n] n.小说，（虚构）故事
fictional ['fik54n4l] adj.虚构的
fidelity [fi'del4ti] n.忠实，忠诚
field research [] 野外实地考察
fierce [fi4s] adj.凶猛的
figurehead ['fig4hed] n.装饰船头的雕像, 破浪神, 有名无实的领袖
file [fail] n.档案n.队列，纵队v.归档
filter ['filt4] vt.过滤n.过滤器
finance [fai'n1ns, fi'n1ns] n.财政，拨款vt.资助
financial [fai'n1n54l] adj.财政的
financing [fai'n1nsi6] n.筹措资金
finch [fint5] n.雀类
finesse [fi'nes] n.精密技巧，灵巧n.手腕
fir [f4:] n.杉木
firm [f4:m] adj.结实的；坚定的
fishy ['fi5i] adj.鱼的，鱼味的；腥臭的
fitness ['fitnis] n.健康
fittingly ['fiti6li] adv.适当地
fixed [fikst] adj.固定的；不变的
fixture ['fikst54] n.固定设备
flabby ['fl1bi] adj.（肌肉等）不结实的，松弛的
flag [fl1g] n.旗，标记vi.衰退，低落
flagella [fl4'd9el4] n.鞭节，鞭毛
flair [flA4] n.才能，本领
flake [fleik] v.使成薄片；雪片般落下n.薄片
flamboyant [fl1m'b3i4nt] adj.艳丽的，炫耀的
flare [flA4] n.闪光；闪耀vi.闪光，闪耀；突然爆发或燃烧
flash [fl15] n.闪光；闪现vi.闪光；反射
flashlight ['fl15lait] n.手电筒；闪光灯
flavor ['fleiv4] n.味，风味vt.加香味于
flavoring ['fleiv4ri6] n.调味品，调料
